period,sectorId,sector-name,fuelId,fuel-name,stateId,state-name,value,value-units
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,35.223031,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.201993,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,5.776238,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,41.201261,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,1.886796,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,3.249075,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.162142,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,13.298013,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,98.643088,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,37.160433,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,35.136193,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,26.346462,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.909468,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.015177,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,9.924645,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.051084,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.04545,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,5.547455,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,6.643989,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,30.758301,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,0.242487,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,31.000788,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,32.712842,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.196208,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,6.974914,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,39.883964,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,1.872944,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,3.105746,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.740694,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,13.719384,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,101.17277,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,34.63687,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,37.015173,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,29.520726,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,2.415422,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.41888,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,10.834302,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.051219,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,1.018589,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,5.641211,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,6.71102,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,30.400187,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,0.256137,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,30.656324,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,25.08058,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.192648,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.002902,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,33.27613,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,1.653325,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,3.044394,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.646928,million metric tons of CO2
2019,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,13.344647,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,94.822424,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,26.785123,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,37.071241,million metric tons of CO2
2019,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,30.966059,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,2.080313,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,7.677876,million metric tons of CO2
2020,RC,Residential carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,9.758189,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.03921,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.969898,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,5.101582,million metric tons of CO2
2020,CC,Commercial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,6.110691,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,CO,Coal,WI,Wisconsin,0.0,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,27.205053,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,0.230635,million metric tons of CO2
2020,TC,Transportation carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,27.435688,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,CO,Coal,WI,Wisconsin,22.634782,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,0.159162,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.716235,million metric tons of CO2
2020,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,31.510179,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,CO,Coal,WI,Wisconsin,1.204428,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,PE,Petroleum,WI,Wisconsin,2.852927,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WI,Wisconsin,8.165282,million metric tons of CO2
2020,IC,Industrial carbon dioxide emissions,TO,All Fuels,WI,Wisconsin,12.222637,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WI,Wisconsin,87.037384,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WI,Wisconsin,23.87842,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WI,Wisconsin,33.267354,million metric tons of CO2
2020,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WI,Wisconsin,29.89161,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.229076,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.704073,million metric tons of CO2
2017,RC,Residential carbon dioxide emissions,TO,All Fuels,WY,Wyoming,0.93315,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,CO,Coal,WY,Wyoming,0.027264,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.214958,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.783703,million metric tons of CO2
2017,CC,Commercial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,1.025924,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,PE,Petroleum,WY,Wyoming,6.888138,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.764073,million metric tons of CO2
2017,TC,Transportation carbon dioxide emissions,TO,All Fuels,WY,Wyoming,7.652212,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,CO,Coal,WY,Wyoming,40.804568,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.031716,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.07254,million metric tons of CO2
2017,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WY,Wyoming,40.908824,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,CO,Coal,WY,Wyoming,3.010408,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,3.468846,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,5.797123,million metric tons of CO2
2017,IC,Industrial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,12.276377,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WY,Wyoming,62.796487,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WY,Wyoming,43.84224,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WY,Wyoming,10.832734,million metric tons of CO2
2017,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WY,Wyoming,8.121513,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.214395,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.738571,million metric tons of CO2
2018,RC,Residential carbon dioxide emissions,TO,All Fuels,WY,Wyoming,0.952966,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,CO,Coal,WY,Wyoming,0.017889,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.167836,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.774814,million metric tons of CO2
2018,CC,Commercial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,0.960539,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,PE,Petroleum,WY,Wyoming,7.035687,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.856084,million metric tons of CO2
2018,TC,Transportation carbon dioxide emissions,TO,All Fuels,WY,Wyoming,7.891771,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,CO,Coal,WY,Wyoming,40.583639,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.027506,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.104074,million metric tons of CO2
2018,EC,Electric Power carbon dioxide emissions,TO,All Fuels,WY,Wyoming,40.715218,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,CO,Coal,WY,Wyoming,2.995697,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,3.800825,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,6.529065,million metric tons of CO2
2018,IC,Industrial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,13.325587,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,TO,All Fuels,WY,Wyoming,63.846081,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,CO,Coal,WY,Wyoming,43.597224,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,PE,Petroleum,WY,Wyoming,11.246249,million metric tons of CO2
2018,TT,Total carbon dioxide emissions from all sectors,NG,Natural Gas,WY,Wyoming,9.002607,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.228842,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.7991,million metric tons of CO2
2019,RC,Residential carbon dioxide emissions,TO,All Fuels,WY,Wyoming,1.027942,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,CO,Coal,WY,Wyoming,0.014073,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.230326,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.738782,million metric tons of CO2
2019,CC,Commercial carbon dioxide emissions,TO,All Fuels,WY,Wyoming,0.983182,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,CO,Coal,WY,Wyoming,0.0,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,PE,Petroleum,WY,Wyoming,7.196879,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.754655,million metric tons of CO2
2019,TC,Transportation carbon dioxide emissions,TO,All Fuels,WY,Wyoming,7.951535,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,CO,Coal,WY,Wyoming,36.266509,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,PE,Petroleum,WY,Wyoming,0.031361,million metric tons of CO2
2019,EC,Electric Power carbon dioxide emissions,NG,Natural Gas,WY,Wyoming,0.182434,million metric tons of CO2
